HomeTeam,AwayTeam,Elo_H_before,Elo_A_before,Home_adv_elo,H2H_score,H2H_GS_H_total,H2H_GS_A_total,H2H_GS_H_avg,H2H_GS_A_avg,GoalsScore_H,GoalsAgainst_H,GoalDifference_H,WinStreak_H,LoseStreak_H,Wins_H,Losses_H,WinRate_H,GoalsScore_H_avg,GoalsAgainst_H_avg,GoalsScore_A,GoalsAgainst_A,GoalDifference_A,WinStreak_A,LoseStreak_A,Wins_A,Losses_A,WinRate_A,GoalsScore_A_avg,GoalsAgainst_A_avg,Elo_diff,Elo_ratio,Goals_likelyhood_H,Goals_likelyhood_A,Home_adv_elo_sum,HomeTeam_code,AwayTeam_code
Man United,Fulham,1541.950054,1561.143628,-22.5,3,6,3,1.2,0.6,4,9,-5,0,3,0,4,0,0.8,1.8,4,8,-4,0,2,1,4,0.2,0.8,1.6,-19.19357428,0.98770544,2.4,2.6,1519.450054,13,8
Ipswich,Liverpool,1453.768898,1775.13597,-52.5,-2,1,6,0.5,3,2,12,-10,0,2,0,4,0,0.4,2.4,11,7,4,0,0,3,1,0.6,2.2,1.4,-321.3670711,0.818961997,1.8,4.6,1401.268898,9,11
Arsenal,Wolves,1746.962161,1523.196733,-22.5,5,12,1,2.4,0.2,10,7,3,0,0,1,1,0.2,2,1.4,8,5,3,0,2,3,2,0.6,1.6,1,223.7654279,1.146905139,3,3,1724.462161,0,19
Everton,Brighton,1573.959804,1595.794221,-22.5,1,8,6,1.6,1.2,6,6,0,1,0,2,2,0.4,1.2,1.2,11,9,2,2,0,3,1,0.6,2.2,1.8,-21.83441682,0.986317524,3,3.4,1551.459804,7,4
Newcastle,Southampton,1657.056402,1365.877665,127.5,5,13,4,2.6,0.8,7,6,1,0,1,2,2,0.4,1.4,1.2,2,8,-6,0,0,0,3,0,0.4,1.6,291.1787379,1.213180686,3,1.6,1784.556402,14,16
Nott'm Forest,Bournemouth,1574.404585,1586.826287,7.5,-2,5,11,1,2.2,7,7,0,1,0,2,1,0.4,1.4,1.4,4,3,1,0,1,2,1,0.4,0.8,0.6,-12.42170146,0.992171984,2,2.2,1581.904585,15,2
West Ham,Aston Villa,1528.585579,1639.14767,-82.5,-2,5,9,1,1.8,7,7,0,1,0,1,2,0.2,1.4,1.4,9,3,6,3,0,4,1,0.8,1.8,0.6,-110.5620914,0.932549035,2,3.2,1446.085579,18,1
Brentford,Crystal Palace,1592.687461,1608.655525,37.5,1,7,7,1.4,1.4,12,6,6,4,0,4,0,0.8,2.4,1.2,9,5,4,2,0,2,0,0.4,1.8,1,-15.96806418,0.990073658,3.4,3,1630.187461,3,6
Chelsea,Man City,1641.33892,1766.258676,67.5,-3,6,11,1.2,2.2,8,6,2,0,1,3,1,0.6,1.6,1.2,8,2,6,1,0,4,0,0.8,1.6,0.4,-124.9197557,0.929274371,2,2.8,1708.83892,5,12
Leicester,Tottenham,1454.032862,1565.549759,67.5,0,10,12,2,2.4,6,8,-2,0,0,1,2,0.2,1.2,1.6,5,14,-9,0,1,0,4,0,1,2.8,-111.5168961,0.92876822,4,2.6,1521.532862,10,17
Brighton,Man United,1595.794221,1541.950054,67.5,3,9,5,1.8,1,10,9,1,1,0,2,1,0.4,2,1.8,5,12,-7,0,2,0,4,0,1,2.4,53.84416661,1.034919527,4.4,2.8,1663.294221,4,13
Crystal Palace,West Ham,1608.655525,1528.585579,37.5,2,12,8,2.4,1.6,5,8,-3,1,0,1,1,0.2,1,1.6,7,7,0,0,1,1,2,0.2,1.4,1.4,80.06994639,1.052381723,2.4,3,1646.155525,6,18
Fulham,Leicester,1561.143628,1454.032862,67.5,3,10,6,2,1.2,7,9,-2,1,0,2,3,0.4,1.4,1.8,6,6,0,1,0,2,2,0.4,1.2,1.2,107.110766,1.073664612,2.6,3,1628.643628,8,10
Man City,Ipswich,1766.258676,1453.768898,127.5,2,10,1,5,0.5,10,3,7,0,0,4,0,0.8,2,0.6,4,12,-8,0,1,0,3,0,0.8,2.4,312.489777,1.214951481,4.4,1.4,1893.758676,12,9
Southampton,Nott'm Forest,1365.877665,1574.404585,-82.5,-4,5,9,1.25,2.25,2,7,-5,0,1,0,3,0,0.4,1.4,5,7,-2,0,0,1,2,0.2,1,1.4,-208.5269208,0.867551884,1.8,2.4,1283.377665,16,15
Tottenham,Everton,1565.549759,1573.959804,-52.5,1,11,7,2.2,1.4,3,12,-9,0,2,0,4,0,0.6,2.4,7,6,1,2,0,2,2,0.4,1.4,1.2,-8.410045372,0.99465676,1.8,3.8,1513.049759,17,7
Aston Villa,Arsenal,1639.14767,1746.962161,97.5,0,7,8,1.4,1.6,10,3,7,2,0,4,1,0.8,2,0.6,10,6,4,1,0,2,1,0.4,2,1.2,-107.8144907,0.938284587,3.2,2.6,1736.64767,1,0
Bournemouth,Newcastle,1586.826287,1657.056402,7.5,2,10,5,2,1,4,6,-2,0,2,1,2,0.2,0.8,1.2,12,5,7,1,0,3,1,0.6,2.4,1,-70.23011566,0.957617547,1.8,3.6,1594.326287,2,14
Wolves,Chelsea,1523.196733,1641.33892,37.5,1,10,12,2,2.4,6,7,-1,0,3,2,3,0.4,1.2,1.4,7,4,3,1,0,4,1,0.8,1.4,0.8,-118.1421869,0.928020846,2,2.8,1560.696733,19,5
Liverpool,Brentford,1775.13597,1592.687461,37.5,5,12,1,2.4,0.2,11,9,2,0,1,2,2,0.4,2.2,1.8,13,8,5,0,1,4,1,0.8,2.6,1.6,182.4485086,1.114553868,3.8,4.4,1812.63597,11,3
Arsenal,Brighton,1746.962161,1595.794221,7.5,1,7,5,1.4,1,10,7,3,0,0,1,1,0.2,2,1.4,11,9,2,2,0,3,1,0.6,2.2,1.8,151.1679401,1.094728968,3.8,3.6,1754.462161,0,4
Brentford,Southampton,1592.687461,1365.877665,67.5,5,16,1,3.2,0.2,12,6,6,4,0,4,0,0.8,2.4,1.2,2,8,-6,0,0,0,3,0,0.4,1.6,226.8097964,1.166054254,4,1.6,1660.187461,3,16
Everton,Bournemouth,1573.959804,1586.826287,7.5,-1,7,6,1.4,1.2,6,6,0,1,0,2,2,0.4,1.2,1.2,4,3,1,0,1,2,1,0.4,0.8,0.6,-12.86648284,0.991891688,1.8,2,1581.459804,7,2
Ipswich,Fulham,1453.768898,1561.143628,-52.5,0,3,3,1.5,1.5,2,12,-10,0,2,0,4,0,0.4,2.4,4,8,-4,0,2,1,4,0.2,0.8,1.6,-107.3747299,0.931220467,2,3.2,1401.268898,9,8
Leicester,Aston Villa,1454.032862,1639.14767,-22.5,-2,7,8,1.4,1.6,6,8,-2,0,0,1,2,0.2,1.2,1.6,9,3,6,3,0,4,1,0.8,1.8,0.6,-185.1148077,0.887066424,1.8,3.4,1431.532862,10,1
Nott'm Forest,Wolves,1574.404585,1523.196733,-52.5,1,8,5,1.6,1,7,7,0,1,0,2,1,0.4,1.4,1.4,8,5,3,0,2,3,2,0.6,1.6,1,51.2078524,1.033618673,2.4,3,1521.904585,15,19
West Ham,Man City,1528.585579,1766.258676,-52.5,-5,4,16,0.8,3.2,7,7,0,1,0,1,2,0.2,1.4,1.4,8,2,6,1,0,4,0,0.8,1.6,0.4,-237.6730968,0.865436983,1.8,3,1476.085579,18,12
Chelsea,Crystal Palace,1641.33892,1608.655525,97.5,3,8,4,1.6,0.8,8,6,2,0,1,3,1,0.6,1.6,1.2,9,5,4,2,0,2,0,0.4,1.8,1,32.68339468,1.020317212,2.6,3,1738.83892,5,6
Newcastle,Tottenham,1657.056402,1565.549759,127.5,3,15,7,3,1.4,7,6,1,0,1,2,2,0.4,1.4,1.2,5,14,-9,0,1,0,4,0,1,2.8,91.50664387,1.058450166,4.2,2.2,1784.556402,14,17
Man United,Liverpool,1541.950054,1775.13597,-22.5,-2,4,14,0.8,2.8,4,9,-5,0,3,0,4,0,0.8,1.8,11,7,4,0,0,3,1,0.6,2.2,1.4,-233.1859155,0.868637716,2.2,4,1519.450054,13,11
Southampton,Man United,1365.877665,1541.950054,7.5,-3,2,8,0.4,1.6,2,7,-5,0,1,0,3,0,0.4,1.4,5,12,-7,0,2,0,4,0,1,2.4,-176.0723896,0.885811872,2.8,2.4,1373.377665,16,13
Brighton,Ipswich,1595.794221,1453.768898,37.5,1,2,0,1,0,10,9,1,1,0,2,1,0.4,2,1.8,4,12,-8,0,1,0,3,0,0.8,2.4,142.0253222,1.097694566,4.4,2.6,1633.294221,4,9
Crystal Palace,Leicester,1608.655525,1454.032862,97.5,1,7,5,1.4,1,5,8,-3,1,0,1,1,0.2,1,1.6,6,6,0,1,0,2,2,0.4,1.2,1.2,154.6226627,1.106340556,2.2,2.8,1706.155525,6,10
Fulham,West Ham,1561.143628,1528.585579,7.5,0,10,5,2,1,7,9,-2,1,0,2,3,0.4,1.4,1.8,7,7,0,0,1,1,2,0.2,1.4,1.4,32.55804964,1.021299461,2.8,3.2,1568.643628,8,18
Liverpool,Nott'm Forest,1775.13597,1574.404585,7.5,2,8,4,1.6,0.8,11,9,2,0,1,2,2,0.4,2.2,1.8,5,7,-2,0,0,1,2,0.2,1,1.4,200.7313843,1.127496697,3.6,2.8,1782.63597,11,15
Man City,Brentford,1766.258676,1592.687461,97.5,2,8,5,1.6,1,10,3,7,0,0,4,0,0.8,2,0.6,13,8,5,0,1,4,1,0.8,2.6,1.6,173.5712146,1.108980085,3.6,3.2,1863.758676,12,3
Aston Villa,Everton,1639.14767,1573.959804,67.5,4,10,2,2,0.4,10,3,7,2,0,4,1,0.8,2,0.6,7,6,1,2,0,2,2,0.4,1.4,1.2,65.18786621,1.041416475,3.2,2,1706.64767,1,7
Bournemouth,Chelsea,1586.826287,1641.33892,7.5,-3,4,8,0.8,1.6,4,6,-2,0,2,1,2,0.2,0.8,1.2,7,4,3,1,0,4,1,0.8,1.4,0.8,-54.51263308,0.966787705,1.6,2.6,1594.326287,2,5
Tottenham,Arsenal,1565.549759,1746.962161,-22.5,-4,5,10,1,2,3,12,-9,0,2,0,4,0,0.6,2.4,10,6,4,1,0,2,1,0.4,2,1.2,-181.4124023,0.896155506,1.8,4.4,1543.049759,17,0
Wolves,Newcastle,1523.196733,1657.056402,37.5,-4,4,12,0.8,2.4,6,7,-1,0,3,2,3,0.4,1.2,1.4,12,5,7,1,0,3,1,0.6,2.4,1,-133.8596695,0.919218399,2.2,3.8,1560.696733,19,14
West Ham,Chelsea,1528.585579,1641.33892,-52.5,-2,5,12,1,2.4,7,7,0,1,0,1,2,0.2,1.4,1.4,7,4,3,1,0,4,1,0.8,1.4,0.8,-112.7533411,0.931304047,2.2,2.8,1476.085579,18,5
Aston Villa,Wolves,1639.14767,1523.196733,67.5,0,6,5,1.2,1,10,3,7,2,0,4,1,0.8,2,0.6,8,5,3,0,2,3,2,0.6,1.6,1,115.9509372,1.076123415,3,2.2,1706.64767,1,19
Fulham,Newcastle,1561.143628,1657.056402,7.5,-1,5,7,1,1.4,7,9,-2,1,0,2,3,0.4,1.4,1.8,12,5,7,1,0,3,1,0.6,2.4,1,-95.91277401,0.942118582,2.4,4.2,1568.643628,8,14
Leicester,Everton,1454.032862,1573.959804,-22.5,-1,6,9,1.2,1.8,6,8,-2,0,0,1,2,0.2,1.2,1.6,7,6,1,2,0,2,2,0.4,1.4,1.2,-119.9269415,0.923805588,2.4,3,1431.532862,10,7
Liverpool,Bournemouth,1775.13597,1586.826287,67.5,3,12,2,2.4,0.4,11,9,2,0,1,2,2,0.4,2.2,1.8,4,3,1,0,1,2,1,0.4,0.8,0.6,188.3096828,1.118670635,2.8,2.6,1842.63597,11,2
Southampton,Ipswich,1365.877665,1453.768898,-22.5,1,3,2,1.5,1,2,7,-5,0,1,0,3,0,0.4,1.4,4,12,-8,0,1,0,3,0,0.8,2.4,-87.89123396,0.939542499,2.8,2.2,1343.377665,16,9
Tottenham,Brentford,1565.549759,1592.687461,-22.5,2,11,8,2.2,1.6,3,12,-9,0,2,0,4,0,0.6,2.4,13,8,5,0,1,4,1,0.8,2.6,1.6,-27.13770243,0.982961062,2.2,5,1543.049759,17,3
Crystal Palace,Man United,1608.655525,1541.950054,97.5,2,8,2,1.6,0.4,5,8,-3,1,0,1,1,0.2,1,1.6,5,12,-7,0,2,0,4,0,1,2.4,66.70547103,1.043260462,3.4,2.6,1706.155525,6,13
Brighton,Nott'm Forest,1595.794221,1574.404585,-22.5,0,7,14,1.4,2.8,10,9,1,1,0,2,1,0.4,2,1.8,5,7,-2,0,0,1,2,0.2,1,1.4,21.38963544,1.013585857,3.4,2.8,1573.294221,4,15
Man City,Arsenal,1766.258676,1746.962161,97.5,-1,7,9,1.4,1.8,10,3,7,0,0,4,0,0.8,2,0.6,10,6,4,1,0,2,1,0.4,2,1.2,19.29651471,1.011045754,3.2,2.6,1863.758676,12,0
Newcastle,Man City,1657.056402,1766.258676,67.5,-4,3,11,0.6,2.2,7,6,1,0,1,2,2,0.4,1.4,1.2,8,2,6,1,0,4,0,0.8,1.6,0.4,-109.2022731,0.938173114,1.8,2.8,1724.556402,14,12
Arsenal,Leicester,1746.962161,1454.032862,67.5,5,13,4,2.6,0.8,10,7,3,0,0,1,1,0.2,2,1.4,6,6,0,1,0,2,2,0.4,1.2,1.2,292.9292984,1.201459889,3.2,2.6,1814.462161,0,10
Brentford,West Ham,1592.687461,1528.585579,7.5,2,9,7,1.8,1.4,12,6,6,4,0,4,0,0.8,2.4,1.2,7,7,0,0,1,1,2,0.2,1.4,1.4,64.10188221,1.041935423,3.8,2.6,1600.187461,3,18
Chelsea,Brighton,1641.33892,1595.794221,67.5,1,10,10,2,2,8,6,2,0,1,3,1,0.6,1.6,1.2,11,9,2,2,0,3,1,0.6,2.2,1.8,45.5446991,1.028540459,3.4,3.4,1708.83892,5,4
Everton,Crystal Palace,1573.959804,1608.655525,7.5,3,8,5,1.6,1,6,6,0,1,0,2,2,0.4,1.2,1.2,9,5,4,2,0,2,0,0.4,1.8,1,-34.69572123,0.978431852,2.2,3,1581.459804,7,6
Nott'm Forest,Fulham,1574.404585,1561.143628,-22.5,-3,4,11,0.8,2.2,7,7,0,1,0,2,1,0.4,1.4,1.4,4,8,-4,0,2,1,4,0.2,0.8,1.6,13.26095689,1.008494386,3,2.2,1551.904585,15,8
Wolves,Liverpool,1523.196733,1775.13597,37.5,-5,3,11,0.6,2.2,6,7,-1,0,3,2,3,0.4,1.2,1.4,11,7,4,0,0,3,1,0.6,2.2,1.4,-251.9392367,0.858073274,2.6,3.6,1560.696733,19,11
Ipswich,Aston Villa,1453.768898,1639.14767,-82.5,0,3,3,1.5,1.5,2,12,-10,0,2,0,4,0,0.4,2.4,9,3,6,3,0,4,1,0.8,1.8,0.6,-185.3787716,0.886905387,1,4.2,1371.268898,9,1
Man United,Tottenham,1541.950054,1565.549759,37.5,-3,4,10,0.8,2,4,9,-5,0,3,0,4,0,0.8,1.8,5,14,-9,0,1,0,4,0,1,2.8,-23.59970442,0.984925612,3.6,2.8,1579.450054,13,17
Bournemouth,Southampton,1586.826287,1365.877665,67.5,1,7,5,1.4,1,4,6,-2,0,2,1,2,0.2,0.8,1.2,2,8,-6,0,0,0,3,0,0.4,1.6,220.9486222,1.161763112,2.4,1.6,1654.326287,2,16
Crystal Palace,Liverpool,1608.655525,1775.13597,37.5,-1,3,4,0.6,0.8,5,8,-3,1,0,1,1,0.2,1,1.6,11,7,4,0,0,3,1,0.6,2.2,1.4,-166.4804445,0.906215384,2.4,3.8,1646.155525,6,11
Arsenal,Southampton,1746.962161,1365.877665,67.5,1,9,7,1.8,1.4,10,7,3,0,0,1,1,0.2,2,1.4,2,8,-6,0,0,0,3,0,0.4,1.6,381.0844963,1.279003388,3.6,1.8,1814.462161,0,16
Brentford,Wolves,1592.687461,1523.196733,-22.5,0,9,10,1.8,2,12,6,6,4,0,4,0,0.8,2.4,1.2,8,5,3,0,2,3,2,0.6,1.6,1,69.49072808,1.045621637,3.4,2.8,1570.187461,3,19
Leicester,Bournemouth,1454.032862,1586.826287,37.5,-3,3,9,0.6,1.8,6,8,-2,0,0,1,2,0.2,1.2,1.6,4,3,1,0,1,2,1,0.4,0.8,0.6,-132.7934243,0.916315084,1.8,2.4,1491.532862,10,2
Man City,Fulham,1766.258676,1561.143628,97.5,5,16,4,3.2,0.8,10,3,7,0,0,4,0,0.8,2,0.6,4,8,-4,0,2,1,4,0.2,0.8,1.6,205.1150471,1.131387685,3.6,1.4,1863.758676,12,8
West Ham,Ipswich,1528.585579,1453.768898,-22.5,2,7,2,3.5,1,7,7,0,1,0,1,2,0.2,1.4,1.4,4,12,-8,0,1,0,3,0,0.8,2.4,74.81668026,1.051463943,3.8,2.2,1506.085579,18,9
Everton,Newcastle,1573.959804,1657.056402,-22.5,1,6,5,1.2,1,6,6,0,1,0,2,2,0.4,1.2,1.2,12,5,7,1,0,3,1,0.6,2.4,1,-83.0965985,0.949852885,2.2,3.6,1551.459804,7,14
Aston Villa,Man United,1639.14767,1541.950054,157.5,-4,3,8,0.6,1.6,10,3,7,2,0,4,1,0.8,2,0.6,5,12,-7,0,2,0,4,0,1,2.4,97.197616,1.063035515,4.4,1.6,1796.64767,1,13
Chelsea,Nott'm Forest,1641.33892,1574.404585,37.5,1,7,6,1.4,1.2,8,6,2,0,1,3,1,0.6,1.6,1.2,5,7,-2,0,0,1,2,0.2,1,1.4,66.93433454,1.042514062,3,2.2,1678.83892,5,15
Brighton,Tottenham,1595.794221,1565.549759,67.5,1,13,9,2.6,1.8,10,9,1,1,0,2,1,0.4,2,1.8,5,14,-9,0,1,0,4,0,1,2.8,30.24446219,1.019318749,4.8,2.8,1663.294221,4,17
Tottenham,West Ham,1565.549759,1528.585579,-22.5,1,9,5,1.8,1,3,12,-9,0,2,0,4,0,0.6,2.4,7,7,0,0,1,1,2,0.2,1.4,1.4,36.96417979,1.02418195,2,3.8,1543.049759,17,18
Fulham,Aston Villa,1561.143628,1639.14767,-22.5,-5,3,10,0.6,2,7,9,-2,1,0,2,3,0.4,1.4,1.8,9,3,6,3,0,4,1,0.8,1.8,0.6,-78.00404173,0.952411828,2,3.6,1538.643628,8,1
Ipswich,Everton,1453.768898,1573.959804,-82.5,-1,2,4,1,2,2,12,-10,0,2,0,4,0,0.4,2.4,7,6,1,2,0,2,2,0.4,1.4,1.2,-120.1909054,0.923637881,1.6,3.8,1371.268898,9,7
Man United,Brentford,1541.950054,1592.687461,-22.5,2,9,7,1.8,1.4,4,9,-5,0,3,0,4,0,0.8,1.8,13,8,5,0,1,4,1,0.8,2.6,1.6,-50.73740685,0.968143526,2.4,4.4,1519.450054,13,3
Newcastle,Brighton,1657.056402,1595.794221,67.5,-1,7,7,1.4,1.4,7,6,1,0,1,2,2,0.4,1.4,1.2,11,9,2,2,0,3,1,0.6,2.2,1.8,61.26218168,1.038389775,3.2,3.4,1724.556402,14,4
Southampton,Leicester,1365.877665,1454.032862,7.5,-1,6,10,1.2,2,2,7,-5,0,1,0,3,0,0.4,1.4,6,6,0,1,0,2,2,0.4,1.2,1.2,-88.1551979,0.939371936,1.6,2.6,1373.377665,16,10
Bournemouth,Arsenal,1586.826287,1746.962161,7.5,-1,6,11,1.2,2.2,4,6,-2,0,2,1,2,0.2,0.8,1.2,10,6,4,1,0,2,1,0.4,2,1.2,-160.1358741,0.908334664,2,3.2,1594.326287,2,0
Wolves,Man City,1523.196733,1766.258676,37.5,-3,4,12,0.8,2.4,6,7,-1,0,3,2,3,0.4,1.2,1.4,8,2,6,1,0,4,0,0.8,1.6,0.4,-243.0619426,0.862385988,1.6,3,1560.696733,19,12
Liverpool,Chelsea,1775.13597,1641.33892,37.5,1,8,6,1.6,1.2,11,9,2,0,1,2,2,0.4,2.2,1.8,7,4,3,1,0,4,1,0.8,1.4,0.8,133.7970498,1.081517015,3,3.2,1812.63597,11,5
Nott'm Forest,Crystal Palace,1574.404585,1608.655525,7.5,1,4,3,0.8,0.6,7,7,0,1,0,2,1,0.4,1.4,1.4,9,5,4,2,0,2,0,0.4,1.8,1,-34.25093985,0.978708344,2.4,3.2,1581.904585,15,6
Leicester,Nott'm Forest,1454.032862,1574.404585,-22.5,-1,7,7,1.75,1.75,6,8,-2,0,0,1,2,0.2,1.2,1.6,5,7,-2,0,0,1,2,0.2,1,1.4,-120.3717229,0.923544606,2.6,2.6,1431.532862,10,15
Aston Villa,Bournemouth,1639.14767,1586.826287,127.5,3,10,4,2,0.8,10,3,7,2,0,4,1,0.8,2,0.6,4,3,1,0,1,2,1,0.4,0.8,0.6,52.32138337,1.032972345,2.6,1.4,1766.64767,1,2
Brentford,Ipswich,1592.687461,1453.768898,37.5,2,5,3,2.5,1.5,12,6,6,4,0,4,0,0.8,2.4,1.2,4,12,-8,0,1,0,3,0,0.8,2.4,138.9185625,1.095557528,4.8,2,1630.187461,3,9
Brighton,Wolves,1595.794221,1523.196733,-22.5,3,14,3,2.8,0.6,10,9,1,1,0,2,1,0.4,2,1.8,8,5,3,0,2,3,2,0.6,1.6,1,72.59748784,1.047661268,3,3.4,1573.294221,4,19
Man City,Southampton,1766.258676,1365.877665,157.5,3,10,2,2,0.4,10,3,7,0,0,4,0,0.8,2,0.6,2,8,-6,0,0,0,3,0,0.4,1.6,400.381011,1.293130945,3.6,1,1923.758676,12,16
Everton,Fulham,1573.959804,1561.143628,-22.5,-1,5,6,1,1.2,6,6,0,1,0,2,2,0.4,1.2,1.2,4,8,-4,0,2,1,4,0.2,0.8,1.6,12.81617552,1.008209479,2.8,2,1551.459804,7,8
Chelsea,Newcastle,1641.33892,1657.056402,67.5,0,7,10,1.4,2,8,6,2,0,1,3,1,0.6,1.6,1.2,12,5,7,1,0,3,1,0.6,2.4,1,-15.71748258,0.990514817,2.6,3.6,1708.83892,5,14
Crystal Palace,Tottenham,1608.655525,1565.549759,97.5,-1,5,6,1,1.2,5,8,-3,1,0,1,1,0.2,1,1.6,5,14,-9,0,1,0,4,0,1,2.8,43.1057666,1.027533949,3.8,2.6,1706.155525,6,17
West Ham,Man United,1528.585579,1541.950054,7.5,3,7,4,1.4,0.8,7,7,0,1,0,1,2,0.2,1.4,1.4,5,12,-7,0,2,0,4,0,1,2.4,-13.36447536,0.991332744,3.8,2.4,1536.085579,18,13
Arsenal,Liverpool,1746.962161,1775.13597,7.5,1,10,8,2,1.6,10,7,3,0,0,1,1,0.2,2,1.4,11,7,4,0,0,3,1,0.6,2.2,1.4,-28.17380877,0.984128647,3.4,3.6,1754.462161,0,11
Newcastle,Arsenal,1657.056402,1746.962161,67.5,-1,3,7,0.6,1.4,7,6,1,0,1,2,2,0.4,1.4,1.2,10,6,4,1,0,2,1,0.4,2,1.2,-89.90575842,0.948535944,2.6,3.2,1724.556402,14,0
Bournemouth,Man City,1586.826287,1766.258676,7.5,-3,5,15,1,3,4,6,-2,0,2,1,2,0.2,0.8,1.2,8,2,6,1,0,4,0,0.8,1.6,0.4,-179.4323888,0.898411036,1.2,2.8,1594.326287,2,12
